age,salary,experience_years,education_level,department,city,gender,score,last_promotion_years,joining_year,projects_completed,overtime_hours, leaves_taken,performance_rating,work_life_balance,travel_frequency
50,52940.0,10.0,Bachelor,Finance,Delhi,Other,11.688021634819624,11,2020,15,12,20,2,4.517618105435417,Very Often
37,25666.0,1.0,Bachelor,Sales,Hyderabad,Female,73.41002318190773,11,2002,1,7,4,5,4.910726991326465,Rarely
33,57122.0,0.0,PhD,HR,,Other,83.90781771894993,2,2017,48,6,10,1,1.4466779243564258,Rarely
51,138647.0,30.0,PhD,IT,Mumbai,Other,63.52262549814589,0,2017,25,22,33,5,3.3445152525273416,Very Often
19,45092.0,15.0,Bachelor,Finance,,Other,16.916100161682735,2,2011,15,18,33,1,3.9383919904560654,Often
52,149753.0,21.0,Bachelor,HR,Mumbai,Female,7.455243984854299,0,2017,8,9,2,3,3.0643185672278723,Often
57,143402.0,17.0,High School,IT,Hyderabad,Male,,2,2009,8,11,5,2,1.9318481703132901,Very Often
45,95645.0,16.0,Master,Sales,Delhi,Male,3.699011185041945,3,2003,4,1,19,3,1.1668760960486941,Often
64,121190.0,29.0,Bachelor,Marketing,Pune,Other,,10,2019,35,26,3,1,4.805989422093948,Rarely
56,120468.0,9.0,PhD,Finance,Bangalore,Male,70.30604400702092,12,2018,6,13,36,3,1.947317507340403,Rarely
23,149207.0,34.0,High School,Finance,Pune,Male,56.36886610006293,10,2023,31,9,38,2,2.196421746073061,Often
26,46505.0,20.0,High School,IT,Pune,Female,88.96325034837318,13,2003,28,16,6,2,3.5711408385411683,Very Often
37,56713.0,15.0,PhD,Marketing,Hyderabad,Male,11.00934997700711,13,2023,36,12,16,1,2.714516347210453,Very Often
18,74387.0,5.0,PhD,HR,Mumbai,Male,71.44597498760332,7,2010,2,0,37,1,2.6938735186887897,Often
25,63169.0,2.0,High School,Sales,Mumbai,Female,14.663220693317502,2,2002,29,22,35,5,1.3304129049612152,Often
40,93282.0,20.0,PhD,HR,Bangalore,Male,6.092542676868485,2,2014,39,24,33,4,4.967508202395236,Often
20,,12.0,High School,IT,Hyderabad,Other,13.290450737136549,12,2015,30,14,5,3,2.1376134671539386,Very Often
21,71742.0,17.0,PhD,Finance,Pune,Female,95.09400907086179,8,2011,47,0,38,5,1.4400750046139152,Very Often
42,60522.0,23.0,High School,Finance,Mumbai,Male,44.043338465803906,10,2017,26,14,1,3,3.7262819547175012,Very Often
64,101132.0,,Bachelor,HR,Mumbai,Male,4.899569622283528,8,2023,5,25,17,2,4.008824419344943,Often
55,139622.0,3.0,Bachelor,Sales,Delhi,Female,58.36346482548337,5,2005,28,19,26,1,1.1014201233429963,Very Often
32,138764.0,21.0,PhD,IT,Pune,Other,19.97140661325645,9,2014,8,14,38,3,2.07699154768576,Very Often
38,123489.0,23.0,Master,Sales,Hyderabad,Female,0.683641025976689,3,2001,19,13,18,4,1.777463306806844,Rarely
52,119397.0,39.0,Bachelor,IT,Mumbai,Other,75.83857944440095,9,2022,49,12,31,2,4.15501884447806,Often
63,,,High School,Sales,Hyderabad,Female,15.486307891986417,4,2011,10,1,23,2,1.7350139004380245,Rarely
69,63454.0,1.0,Master,HR,Pune,Male,94.24864723598762,12,2009,18,29,33,5,1.9409247104359935,Very Often
31,,39.0,High School,Marketing,,Female,59.279986878657276,8,2022,38,7,24,4,4.9473330788063485,Rarely
53,63539.0,5.0,High School,IT,Mumbai,Female,8.699582254064019,0,2003,9,8,23,2,3.8084439421800953,Rarely
29,128984.0,17.0,Bachelor,HR,Bangalore,Other,21.78244286721628,6,2007,4,18,24,4,2.550638405416116,Often
34,88321.0,16.0,PhD,Finance,,Female,61.084463725984406,14,2014,38,18,11,1,4.015436286579673,Rarely
56,107985.0,37.0,PhD,Finance,Hyderabad,Other,33.81127280484769,10,2018,22,22,29,4,2.865896815397499,Often
26,34799.0,22.0,High School,Sales,Delhi,Female,53.2143051049093,6,2015,5,8,5,5,1.8506693543407344,Rarely
52,134584.0,29.0,Bachelor,Finance,Pune,Male,79.95120465963701,9,2012,30,22,29,5,2.951890280422583,Rarely
30,124843.0,20.0,High School,Marketing,Pune,Female,79.26015082375531,0,2024,17,27,32,3,4.088097430177739,Very Often
32,80102.0,9.0,Master,IT,Mumbai,Male,69.79868039830627,13,2014,20,29,14,1,1.713349490396507,Often
35,70726.0,12.0,High School,Sales,Mumbai,Other,,0,2013,14,28,28,1,2.94212927015875,Very Often
68,68784.0,11.0,Bachelor,IT,,Other,19.936069157789625,14,2014,30,6,13,4,1.4772843290776905,Very Often
50,140364.0,8.0,High School,IT,,Other,17.72414885510142,13,2011,9,13,24,5,4.37072573174485,Often
23,133034.0,3.0,Bachelor,HR,Bangalore,Other,79.93495162534305,8,2010,5,1,4,5,4.275221691630203,Often
44,63333.0,38.0,PhD,Finance,Mumbai,Female,32.088934622781565,6,2020,23,11,1,5,3.6938231214802615,Often
40,60828.0,23.0,Bachelor,IT,Mumbai,Female,51.218241311244796,3,2002,32,10,15,1,4.680089520273214,Often
44,,33.0,Master,Marketing,Mumbai,Female,74.39521487195456,8,2024,27,16,38,5,2.5997990560907986,Very Often
51,,38.0,Bachelor,Marketing,Delhi,Male,39.593235929434776,11,2013,27,1,37,3,1.527907266392352,Rarely
63,73997.0,4.0,Master,Finance,Hyderabad,Female,13.016230019421338,4,2001,9,27,16,2,4.902529171597949,Rarely
55,143973.0,14.0,Master,Finance,Bangalore,Male,67.94572017872916,2,2017,22,21,30,5,3.052301880704135,Often
31,,3.0,High School,Sales,,Male,81.71593868479574,1,2002,14,27,0,3,2.902060301633215,Very Often
53,39073.0,38.0,Master,Sales,Pune,Female,1.2797283580869179,8,2008,45,11,5,3,1.2548942299871602,Often
25,122399.0,7.0,Bachelor,Sales,Pune,Male,56.25521161977447,3,2010,47,29,30,2,3.2815073932888836,Rarely
52,34549.0,23.0,PhD,Finance,Mumbai,Other,46.940509239756366,6,2002,36,25,5,1,3.5789643340618733,Very Often
36,103795.0,27.0,Bachelor,IT,Hyderabad,Female,25.959600652729087,0,2004,13,14,35,5,2.8927523577695617,Often
47,76920.0,26.0,PhD,HR,Delhi,Female,16.102856711992818,8,2008,47,28,7,3,4.641635453063049,Often
31,105326.0,0.0,Master,Sales,,Male,18.80373112911102,11,2009,13,7,28,3,3.9695096782635533,Often
37,95515.0,33.0,High School,HR,Hyderabad,Female,72.4973184224711,8,2005,6,7,8,2,1.1544832392791626,Often
66,,16.0,Master,Marketing,Hyderabad,Female,53.619513414361975,9,2005,35,21,21,3,3.170277491449142,Often
42,40316.0,36.0,Master,Finance,Bangalore,Male,98.11543813349456,5,2010,17,17,9,5,4.97469264145378,Often
57,46183.0,37.0,PhD,Marketing,,Female,24.323079825215345,5,2016,14,13,23,1,1.7989907788714063,Rarely
41,113860.0,25.0,Bachelor,Sales,Hyderabad,Female,95.69041767877466,13,2001,48,24,39,3,3.468699121354546,Very Often
31,44624.0,23.0,High School,IT,Bangalore,Female,51.51095593383735,14,2008,32,9,1,1,2.0939803756534427,Very Often
43,,38.0,High School,Sales,Delhi,Male,,5,2023,46,3,19,3,2.485933760553012,Rarely
55,,20.0,High School,HR,Bangalore,Female,14.817904269929317,4,2017,47,15,16,3,1.1345379384230214,Very Often
40,105781.0,29.0,High School,Sales,Mumbai,Female,60.85679904901578,10,2004,21,15,32,5,3.751668213859824,Often
39,66705.0,12.0,Bachelor,IT,Mumbai,Female,83.14227466318924,0,2020,42,28,13,1,4.062900831764567,Very Often
65,109326.0,36.0,High School,IT,Mumbai,Other,74.77115252535144,3,2005,40,20,31,4,4.091666967249925,Rarely
36,46756.0,2.0,PhD,Finance,Mumbai,Female,65.56273426355999,9,2003,16,16,36,5,4.882170840367818,Rarely
63,80390.0,31.0,PhD,Finance,Pune,Male,17.210806248823886,0,2008,25,8,23,1,4.351510681615044,Often
68,88369.0,34.0,High School,IT,Delhi,Other,10.834000577093894,4,2004,14,10,19,1,1.8304239672410145,Often
20,90821.0,18.0,High School,IT,Pune,Male,0.02480237084775405,12,2003,39,26,5,1,1.9222258084612394,Very Often
59,29589.0,13.0,Bachelor,HR,Hyderabad,Female,10.17938612339362,3,2008,17,26,32,4,4.0719594972388595,Often
36,133012.0,21.0,Bachelor,Sales,Hyderabad,Female,76.6366607483384,7,2017,7,25,27,5,4.107625494097993,Very Often
26,34116.0,16.0,High School,Finance,Bangalore,Female,89.52484159890376,0,2010,2,12,10,4,1.4921689717622728,Very Often
45,93181.0,,Bachelor,HR,Mumbai,Other,24.03504588554185,7,2015,13,0,35,3,1.0265293036986463,Often
37,64786.0,39.0,Master,Sales,,Female,79.48942404500859,13,2001,33,6,19,2,2.605521663264896,Very Often
62,114686.0,18.0,High School,Finance,Hyderabad,Male,19.884876560798105,7,2015,32,10,5,4,3.778695621828073,Very Often
24,143711.0,36.0,Bachelor,HR,Mumbai,Other,24.92716833582015,0,2018,36,24,7,3,4.466657715154604,Very Often
31,96425.0,1.0,PhD,Marketing,Delhi,Male,,8,2009,48,2,18,4,1.661320509651821,Very Often
26,50286.0,14.0,High School,Marketing,Hyderabad,Male,5.17299090491713,12,2003,0,1,14,1,4.261164357136268,Rarely
36,123081.0,1.0,High School,Finance,Bangalore,Male,19.406126810016477,8,2011,47,13,21,2,3.7378177686717917,Rarely
64,35994.0,10.0,PhD,HR,Bangalore,Male,37.35433446073093,5,2008,34,9,1,2,1.66382110952435,Rarely
69,121039.0,22.0,PhD,Sales,Hyderabad,Male,40.54697153882901,0,2012,9,23,27,3,4.493131556574192,Very Often
31,131915.0,9.0,Bachelor,Sales,Pune,Female,30.94664138931624,6,2004,18,19,35,4,4.73195446925914,Often
55,142961.0,2.0,PhD,HR,,Male,51.472528564386685,6,2001,10,16,35,4,2.063227354084175,Rarely
53,110198.0,4.0,Master,Marketing,Hyderabad,Male,37.799823249982346,8,2002,34,7,17,4,1.5947648085552228,Very Often
57,124672.0,2.0,High School,HR,,Female,97.03646461740854,0,2007,1,14,11,3,4.870504953900632,Rarely
34,46639.0,37.0,Master,Marketing,Bangalore,Other,80.73504543312649,13,2005,2,21,18,4,1.091537450814306,Rarely
47,37205.0,12.0,Bachelor,Marketing,Mumbai,Female,93.09773459429218,14,2004,14,5,25,2,4.7935983953466685,Rarely
26,76677.0,18.0,PhD,Sales,Mumbai,Other,55.74269462127032,7,2003,40,19,24,2,1.8648993725192877,Rarely
50,,39.0,High School,Finance,Mumbai,Male,67.83396287213075,13,2019,46,21,27,5,2.752521071963588,Very Often
69,,34.0,PhD,IT,Bangalore,Female,16.667637510119437,11,2015,27,1,14,4,2.2334072845387043,Rarely
42,,23.0,PhD,HR,,Other,,12,2007,1,21,9,4,1.614832402844391,Very Often
31,133153.0,23.0,Bachelor,Marketing,Hyderabad,Other,23.597111116527337,10,2011,29,14,38,2,2.40990789862946,Often
28,112509.0,16.0,Bachelor,HR,Pune,Female,14.583292773417622,7,2021,37,15,33,2,3.156991309004155,Often
52,38316.0,39.0,Bachelor,Finance,Pune,Female,4.185934873916142,6,2004,4,1,12,1,1.3753073516999188,Rarely
58,47304.0,9.0,Bachelor,Finance,Pune,Female,47.22302496019653,11,2004,5,21,15,1,4.236709409807472,Often
31,121839.0,1.0,High School,IT,Mumbai,Female,28.678925962935033,5,2021,4,13,39,5,4.20152612633364,Often
47,116058.0,,Master,IT,Pune,Female,98.67271726361886,0,2012,11,24,30,2,4.189926664063302,Very Often
58,107876.0,5.0,Master,Marketing,,Male,24.983430201581303,10,2010,3,22,0,5,3.745795043687002,Very Often
21,105366.0,1.0,High School,IT,,Male,86.6543280318654,9,2010,23,27,22,4,2.821049492379175,Rarely
21,33403.0,20.0,PhD,Marketing,Hyderabad,Female,,10,2018,24,29,13,4,4.334896808306205,Often
45,100052.0,34.0,High School,Sales,Bangalore,Female,74.91268523124124,7,2006,25,29,38,2,4.407395956888901,Often
25,137478.0,28.0,Master,Marketing,Bangalore,Male,65.98413100697053,11,2016,45,27,29,3,2.1418279865271774,Very Often
19,104627.0,6.0,Master,IT,Delhi,Other,56.17835546616823,4,2004,45,19,19,5,2.9238010038090834,Rarely
58,,28.0,High School,HR,Hyderabad,Male,41.682494345410134,3,2005,42,0,24,3,1.8118514821324978,Often
63,51932.0,36.0,Bachelor,IT,,Female,67.1105012844593,4,2017,32,8,10,4,2.023161696090186,Often
39,116090.0,22.0,PhD,Finance,Delhi,Other,40.727835021685856,4,2017,20,16,25,5,1.955814963284833,Rarely
58,,32.0,High School,IT,Hyderabad,Female,54.81002343273198,13,2008,22,20,20,4,4.307788753760728,Very Often
33,23385.0,7.0,Master,Sales,Mumbai,Other,58.980173683596895,12,2017,36,13,4,1,2.003261865410218,Very Often
46,141324.0,11.0,Bachelor,Marketing,Hyderabad,Female,,9,2018,36,22,6,2,3.185255339611036,Very Often
66,119226.0,9.0,PhD,Finance,Hyderabad,Male,33.97364773053898,2,2016,11,9,11,1,3.512984734525087,Often
65,77241.0,14.0,Master,Marketing,Mumbai,Female,1.8050063557803142,3,2008,36,12,1,5,3.9787308150057723,Often
47,30367.0,23.0,PhD,Marketing,Hyderabad,Male,85.21589933947841,3,2000,20,12,38,1,1.1160291013794876,Very Often
29,85030.0,25.0,Bachelor,IT,Hyderabad,Other,75.59831443006347,7,2019,12,25,20,5,2.902989796125743,Very Often
52,66505.0,38.0,Master,HR,Hyderabad,Male,18.35304533029224,4,2022,42,21,31,3,2.1704348088581025,Often
28,144462.0,2.0,Bachelor,Finance,Bangalore,Other,36.20484500085587,5,2017,32,18,4,2,4.3358956733759015,Very Often
63,53332.0,1.0,High School,Sales,Pune,Female,42.10694830090284,9,2023,43,26,26,3,1.1469961234011032,Often
67,105178.0,5.0,High School,Sales,Hyderabad,Male,,1,2012,5,7,30,4,1.827976414030227,Very Often
38,96325.0,20.0,PhD,HR,Mumbai,Other,79.82428066060898,8,2007,42,26,11,2,2.2630349545397705,Very Often
38,55268.0,8.0,Bachelor,HR,Hyderabad,Other,72.54207061154852,7,2013,11,6,35,1,1.3113656625752164,Often
22,106486.0,9.0,Bachelor,IT,Bangalore,Other,76.71587301411955,7,2002,37,24,20,5,2.581671325829176,Rarely
65,45563.0,35.0,PhD,Sales,Bangalore,Other,90.41300509343533,9,2003,29,16,18,2,3.9750736140852365,Very Often
37,125185.0,2.0,PhD,Finance,Hyderabad,Female,59.51512559003793,4,2010,36,7,2,4,1.8492564822497117,Rarely
54,56404.0,23.0,PhD,HR,,Female,61.45343290280544,4,2006,17,3,16,3,4.017874833248699,Rarely
20,75182.0,21.0,High School,HR,Pune,Female,72.19341196472328,14,2020,15,6,29,4,3.1160568371291353,Very Often
61,52991.0,13.0,PhD,HR,Mumbai,Other,68.12325946506772,2,2004,44,22,35,1,2.3788954496070964,Very Often
50,124601.0,26.0,High School,Finance,,Female,86.98130183989618,12,2001,6,19,8,5,2.4752242526392862,Rarely
26,67663.0,32.0,PhD,Sales,Mumbai,Other,77.01982058445448,10,2005,45,23,33,5,1.465220496505344,Rarely
26,85886.0,21.0,Bachelor,Finance,Mumbai,Other,12.045861647880852,1,2019,0,28,28,1,1.999124031358047,Very Often
21,142002.0,28.0,Bachelor,Finance,Bangalore,Other,92.83586154477868,8,2004,27,27,9,5,3.924897570931477,Often
52,103848.0,18.0,PhD,IT,Pune,Male,68.30992903012024,14,2014,43,16,8,2,4.4509824863798935,Very Often
34,44127.0,18.0,PhD,HR,Hyderabad,Female,12.714592582635376,5,2010,2,4,39,2,2.0623927462616973,Often
51,77692.0,5.0,High School,Sales,Hyderabad,Female,77.19737357159326,7,2004,49,19,10,1,3.354677135725204,Rarely
41,114389.0,18.0,Master,IT,Delhi,Male,35.841252973920454,3,2017,42,3,18,1,1.1389068377576743,Rarely
49,57500.0,12.0,High School,IT,Hyderabad,Male,80.59779120365032,4,2007,38,18,21,4,1.309624964106976,Rarely
18,53785.0,25.0,Bachelor,Marketing,Pune,Male,,9,2010,9,0,21,5,4.857469090536062,Very Often
25,104146.0,21.0,PhD,HR,Hyderabad,Male,25.52420361089297,4,2016,44,20,15,3,4.586024388167932,Often
62,109126.0,20.0,Bachelor,Sales,Bangalore,Other,85.74110460849093,10,2013,13,23,16,1,1.3251293463562441,Very Often
40,114979.0,35.0,Master,Sales,Hyderabad,Female,77.35613701439385,9,2001,14,9,39,4,4.289311878891864,Rarely
64,67997.0,1.0,High School,Sales,Mumbai,Female,67.11849002004672,3,2006,5,5,6,1,1.4100128377633685,Very Often
57,,29.0,Bachelor,HR,Mumbai,Female,38.49205445609136,10,2022,38,11,30,1,4.314017319805149,Often
29,33303.0,26.0,High School,Sales,Mumbai,Other,10.986209544445991,1,2017,44,16,3,2,4.654002832542174,Very Often
29,91743.0,6.0,PhD,Finance,Mumbai,Female,48.3896827919927,13,2000,15,4,28,5,1.6123423084024688,Very Often
63,,19.0,Bachelor,Finance,Bangalore,Male,10.566662977749052,5,2014,46,21,6,1,1.5889316060113257,Often
64,55187.0,30.0,Master,HR,Bangalore,Female,50.01472268783252,3,2000,17,8,29,5,4.706288934648683,Often
32,85034.0,22.0,High School,Sales,Bangalore,Female,82.02932707755697,13,2016,34,8,2,4,2.2057272268825803,Rarely
58,91776.0,12.0,High School,Marketing,Hyderabad,Other,99.76381344009631,10,2021,47,4,24,1,2.8906219710753964,Often
36,21893.0,16.0,Master,Marketing,Mumbai,Male,19.800871149310893,3,2006,24,18,33,3,2.2177583968566212,Rarely
43,33753.0,3.0,Bachelor,Marketing,,Male,20.785804234702244,9,2015,32,21,32,2,3.9973440198644083,Very Often
69,58090.0,13.0,Bachelor,Finance,Delhi,Male,81.08833319190691,2,2001,32,26,30,3,1.8443461373673102,Rarely
46,84922.0,19.0,High School,Marketing,Mumbai,Female,46.90586322972099,7,2014,18,23,23,2,2.9764803773377766,Very Often
39,96768.0,12.0,Master,Sales,Pune,Male,91.58045960318819,5,2021,37,27,37,1,4.401854457700245,Often
57,79412.0,2.0,High School,Sales,Hyderabad,Male,76.89962375812144,8,2019,10,10,3,1,4.7705921019973765,Rarely
38,142406.0,25.0,High School,Marketing,Delhi,Female,73.64277647301923,4,2024,38,27,9,5,2.410942717636396,Rarely
68,76030.0,25.0,PhD,IT,Bangalore,Other,10.19537086546568,5,2010,2,11,24,2,1.4558811846363922,Rarely
55,37509.0,17.0,Bachelor,Marketing,Pune,Female,3.5875565174090074,8,2023,37,4,36,4,4.238746168599573,Often
37,88653.0,31.0,Bachelor,IT,Bangalore,Other,31.676281965986142,3,2023,0,7,0,3,1.4430011043588298,Very Often
46,56929.0,13.0,PhD,HR,Pune,Other,21.72983608489536,9,2001,39,16,16,4,4.117149753823176,Rarely
68,149626.0,2.0,Bachelor,HR,Pune,Male,71.23088859285131,6,2010,24,7,6,2,3.7559505675916163,Very Often
21,68291.0,0.0,Bachelor,Sales,Hyderabad,Male,45.07337241660504,12,2020,31,1,13,4,3.3102383353661784,Very Often
24,24042.0,25.0,Bachelor,Finance,Bangalore,Female,52.3146374628919,9,2015,45,22,0,2,4.757957953661542,Very Often
45,82574.0,23.0,Master,Sales,Bangalore,Other,81.3741482871899,11,2001,35,17,5,5,2.2895728146941234,Rarely
45,57201.0,,PhD,Sales,Delhi,Female,47.850468176570935,9,2018,3,18,38,5,1.3733172751545255,Very Often
21,112282.0,13.0,High School,Finance,Mumbai,Male,54.49263208053991,10,2015,22,20,9,4,4.926416587625358,Rarely
39,34016.0,2.0,Master,Sales,Mumbai,Other,84.2320266408022,10,2007,15,9,20,4,2.764591349003839,Very Often
29,45022.0,12.0,High School,Finance,,Male,43.13358093075128,5,2020,10,6,2,2,2.73356411944522,Very Often
62,120962.0,13.0,PhD,Sales,Pune,Male,8.3126707913599,5,2019,21,8,18,5,1.358118974141262,Rarely
20,47938.0,20.0,PhD,HR,Delhi,Male,,5,2004,38,11,27,4,3.97420972106476,Rarely
39,63678.0,25.0,PhD,IT,Delhi,Other,,13,2007,32,11,1,2,3.880470369718425,Often
61,138171.0,2.0,Bachelor,Sales,Bangalore,Other,,3,2013,40,4,26,2,1.5811852862806637,Often
19,149638.0,39.0,Master,IT,Delhi,Male,25.80495172181174,9,2013,37,10,31,4,1.9352267808084962,Often
41,121248.0,3.0,PhD,Marketing,Pune,Other,22.3690068252128,5,2022,12,16,11,3,1.0656578636225746,Very Often
51,81720.0,35.0,High School,Sales,Mumbai,Male,36.975637193184156,11,2021,20,14,0,1,4.558915520297694,Often
44,125514.0,0.0,Bachelor,HR,Hyderabad,Male,16.62287385036798,6,2017,11,10,39,2,1.9781123696807383,Often
58,,,Bachelor,Finance,Delhi,Male,66.60236792738348,12,2004,25,14,28,5,4.7081635946366305,Often
18,94323.0,32.0,Master,HR,Delhi,Other,61.46749012796443,13,2009,48,15,8,1,3.2846784818930668,Very Often
25,21986.0,6.0,Master,IT,Bangalore,Female,63.23956156787837,1,2014,0,18,17,2,2.701630550838912,Often
40,96478.0,10.0,Master,Finance,Bangalore,Female,22.479749313994123,10,2012,40,20,35,3,1.0313219620115777,Rarely
55,102994.0,26.0,Bachelor,HR,Delhi,Other,24.652901420388407,8,2008,21,11,15,1,1.3690891344678837,Very Often
23,32161.0,13.0,PhD,HR,Delhi,Other,78.73902591187502,6,2024,26,2,34,5,1.6347363024114436,Very Often
39,40689.0,21.0,High School,HR,Pune,Male,69.01117725585154,2,2008,31,7,35,1,1.4227850301044018,Rarely
42,147101.0,15.0,PhD,Finance,Mumbai,Male,87.51798491675412,9,2018,7,23,3,4,2.0248134021015716,Often
35,114699.0,11.0,High School,HR,Mumbai,Female,40.350571777679534,9,2024,33,10,39,2,1.6183399249031822,Often
34,80924.0,9.0,PhD,HR,Hyderabad,Male,54.73278320977527,6,2008,17,0,34,4,3.6553349696168618,Rarely
29,,23.0,Master,IT,Mumbai,Female,73.87777059304135,9,2004,3,23,18,3,2.1881258321906416,Often
23,119273.0,17.0,High School,HR,Hyderabad,Female,97.41549690325564,9,2005,0,29,5,1,3.8731664715409613,Often
43,94308.0,21.0,Bachelor,HR,Bangalore,Other,98.96318128456957,13,2022,43,3,30,4,1.541970979369848,Often
44,121128.0,,High School,Marketing,Hyderabad,Other,99.91754124782804,4,2009,15,26,26,3,1.8364300478267221,Very Often
25,83745.0,16.0,Bachelor,Finance,Hyderabad,Other,89.05264830648065,8,2009,29,5,2,4,4.14979850107372,Rarely
36,146881.0,37.0,PhD,Marketing,Mumbai,Female,63.9650819137078,5,2005,22,9,35,5,3.536307611055691,Often
59,21211.0,39.0,Master,IT,Delhi,Other,0.6970950789452757,10,2020,30,14,35,4,1.3857881999672896,Rarely
18,20229.0,12.0,High School,Marketing,Bangalore,Female,69.95437632777562,12,2000,27,7,1,2,4.837667924996268,Very Often
46,138972.0,36.0,Bachelor,Sales,Pune,Other,23.85995161369412,6,2019,49,13,36,4,4.050138150144111,Often
62,68542.0,5.0,PhD,Finance,Hyderabad,Female,5.716714731024375,3,2012,36,1,14,4,3.210581634689288,Rarely
66,34345.0,20.0,Master,HR,Hyderabad,Male,69.71844289451361,1,2007,15,23,36,4,2.371643026162368,Very Often
52,121489.0,35.0,Master,Marketing,Hyderabad,Male,75.60109271761934,14,2023,40,22,22,4,1.3757647682993799,Very Often
57,51819.0,6.0,Master,Marketing,,Female,65.94331201677495,10,2012,8,19,5,4,2.432807277552025,Rarely
31,67779.0,35.0,PhD,HR,Pune,Female,36.516978381625634,3,2005,1,27,32,1,2.292091447482227,Often
52,102421.0,24.0,PhD,HR,Mumbai,Male,51.10041240791233,8,2018,45,20,4,1,1.3134864038679561,Often
65,112244.0,10.0,PhD,IT,Bangalore,Female,93.49476269957474,2,2011,42,5,20,5,4.135033552212365,Rarely
62,85584.0,13.0,Master,Marketing,,Female,72.96109659769422,6,2014,1,2,27,1,2.6613422828096898,Very Often
37,39950.0,28.0,High School,Marketing,Pune,Male,50.46842334993359,12,2007,31,1,20,3,4.5580622257362915,Rarely
66,35173.0,9.0,Bachelor,Sales,Bangalore,Female,59.34491519510722,13,2022,15,13,23,2,1.6318533094932133,Rarely
30,137743.0,4.0,PhD,Sales,Mumbai,Other,92.76835983463563,3,2010,12,17,27,4,2.2702897543600473,Very Often
55,78032.0,7.0,High School,Marketing,,Male,39.378252226967746,2,2008,48,14,10,4,2.1161463096098916,Rarely
66,135074.0,4.0,Bachelor,Sales,Hyderabad,Other,10.184371548609029,13,2018,26,3,21,4,4.460646069391922,Very Often
63,119273.0,23.0,Master,Marketing,Hyderabad,Female,32.58262417030714,13,2010,30,15,33,5,3.030934161490788,Very Often
66,48036.0,39.0,High School,Finance,Delhi,Female,41.520021473628645,13,2005,32,22,36,5,1.5672874401510168,Rarely
25,143885.0,25.0,Master,IT,Bangalore,Other,27.296386986048827,4,2014,20,11,16,3,2.4297873254130335,Rarely
60,132857.0,5.0,Bachelor,Sales,Hyderabad,Female,52.89724052500503,1,2016,18,16,14,4,4.772730121357749,Rarely
37,,15.0,PhD,Marketing,Delhi,Female,30.485787514607733,10,2011,47,0,28,5,3.205949224564395,Often
50,34292.0,35.0,Master,Sales,Delhi,Other,10.317958538238258,13,2023,12,19,33,4,1.1469342175979147,Very Often
43,23052.0,11.0,High School,IT,Delhi,Female,18.80685136060507,9,2001,18,8,21,1,1.23137994272853,Very Often
56,64377.0,10.0,PhD,Finance,Mumbai,Male,91.81560834231391,13,2020,34,11,26,4,1.9427228787776651,Very Often
38,109317.0,2.0,High School,HR,Hyderabad,Other,62.95956291008603,3,2021,34,29,37,3,3.4852975980498604,Very Often
66,87838.0,36.0,Bachelor,HR,Hyderabad,Other,31.43087127630504,6,2003,32,27,14,3,1.981042812237161,Very Often
59,87819.0,5.0,Bachelor,Sales,Pune,Other,36.69179125004399,11,2024,2,4,20,5,4.40045820833342,Often
60,133689.0,18.0,PhD,Marketing,Mumbai,Other,49.33831714090251,11,2002,47,16,3,4,3.517687461891115,Very Often
58,128103.0,17.0,High School,IT,Hyderabad,Male,,1,2001,20,2,17,3,2.2029223801887974,Often
26,35620.0,15.0,High School,Finance,Hyderabad,Other,,9,2018,39,26,6,1,2.5757387692392566,Rarely
41,,22.0,High School,Finance,Pune,Other,93.26981245629415,5,2004,22,5,15,5,2.5010308882581507,Rarely
54,40750.0,36.0,High School,Finance,Bangalore,Female,62.574882657230944,4,2016,47,28,34,1,2.25673513830281,Often
66,118426.0,8.0,Bachelor,HR,Bangalore,Other,91.07919796049416,2,2015,44,2,11,3,3.5195451427249704,Very Often
58,108719.0,2.0,High School,IT,,Female,0.5430159164565351,4,2015,44,26,6,5,1.8066969926942265,Very Often
34,29472.0,7.0,Bachelor,HR,Delhi,Other,89.05594719219464,14,2011,10,21,9,4,2.168440311351233,Very Often
41,89263.0,37.0,High School,Sales,,Other,72.14585879660443,9,2003,3,5,0,2,1.3409457065277577,Very Often
38,,3.0,High School,Finance,Pune,Male,17.219345411208597,6,2016,3,20,11,4,2.504146418551986,Very Often
68,77602.0,11.0,Master,IT,Hyderabad,Female,26.30380192450511,2,2024,14,25,26,4,1.257537993551344,Often
56,45523.0,30.0,Master,Finance,Hyderabad,Male,54.280999916388154,7,2018,27,12,27,1,1.071621949449478,Often
58,50766.0,24.0,High School,HR,Pune,Female,12.493815535054287,14,2001,35,20,17,4,3.5839188279147423,Often
56,123262.0,15.0,Bachelor,HR,Delhi,Other,78.53682691120457,6,2004,7,24,0,2,1.6498196177363522,Rarely
30,86060.0,13.0,High School,HR,Bangalore,Male,79.11738662224266,3,2000,23,18,22,5,1.1407907718483141,Rarely
28,29079.0,12.0,Master,Finance,Mumbai,Female,30.094898865508167,12,2013,33,14,38,5,1.2733332837530251,Often
63,28399.0,6.0,High School,IT,Bangalore,Female,6.981700497279597,14,2022,14,26,16,2,1.7968414955440317,Often
36,80726.0,,Master,IT,Mumbai,Male,98.88474592335746,12,2008,22,25,0,1,3.883524112250775,Rarely
